id_enquete,id_critere,texte_critere,question_texte,precision
445,4,"Assurer aux femmes la maîtrise de leur sexualité, notamment par l'accès à la contraception et à l'interruption volontaire de grossesse",1.	Quels sont selon vous les domaines où il est le plus urgent d’agir pour réduire les inégalités entre les femmes et les hommes ? <i>(vous pouvez cocher plusieurs cases)</i>,NA
445,6,Garantir l'égalité professionnelle et salariale et la mixité dans les métiers,1.	Quels sont selon vous les domaines où il est le plus urgent d’agir pour réduire les inégalités entre les femmes et les hommes ? <i>(vous pouvez cocher plusieurs cases)</i>,NA
445,7,Favoriser une meilleure articulation des temps de vie et un partage équilibré des responsabilités parentales,1.	Quels sont selon vous les domaines où il est le plus urgent d’agir pour réduire les inégalités entre les femmes et les hommes ? <i>(vous pouvez cocher plusieurs cases)</i>,NA
445,9,"Garantir l’égal accès des femmes et des hommes à la création et à la production culturelle et artistique, ainsi qu'à la diffusion des œuvres",1.	Quels sont selon vous les domaines où il est le plus urgent d’agir pour réduire les inégalités entre les femmes et les hommes ? <i>(vous pouvez cocher plusieurs cases)</i>,NA
446,3,Lutter contre les préjugés sur la place et le rôle des femmes et des hommes dans la société,1.	Quels sont selon vous les domaines où il est le plus urgent d’agir pour réduire les inégalités entre les femmes et les hommes ? <i>(vous pouvez cocher plusieurs cases)</i>,NA
446,10,Diffuser les recherches sur la construction sociale des rôles sexués,1.	Quels sont selon vous les domaines où il est le plus urgent d’agir pour réduire les inégalités entre les femmes et les hommes ? <i>(vous pouvez cocher plusieurs cases)</i>,NA
447,1,Lutter contre les violences faites aux femmes et les atteintes à leur dignité,1.	Quels sont selon vous les domaines où il est le plus urgent d’agir pour réduire les inégalités entre les femmes et les hommes ? <i>(vous pouvez cocher plusieurs cases)</i>,NA
447,2,Lutter contre la prostitution,1.	Quels sont selon vous les domaines où il est le plus urgent d’agir pour réduire les inégalités entre les femmes et les hommes ? <i>(vous pouvez cocher plusieurs cases)</i>,NA
447,3,Lutter contre les préjugés sur la place et le rôle des femmes et des hommes dans la société,1.	Quels sont selon vous les domaines où il est le plus urgent d’agir pour réduire les inégalités entre les femmes et les hommes ? <i>(vous pouvez cocher plusieurs cases)</i>,NA
447,4,"Assurer aux femmes la maîtrise de leur sexualité, notamment par l'accès à la contraception et à l'interruption volontaire de grossesse",1.	Quels sont selon vous les domaines où il est le plus urgent d’agir pour réduire les inégalités entre les femmes et les hommes ? <i>(vous pouvez cocher plusieurs cases)</i>,NA
447,5,Lutter contre la précarité des femmes,1.	Quels sont selon vous les domaines où il est le plus urgent d’agir pour réduire les inégalités entre les femmes et les hommes ? <i>(vous pouvez cocher plusieurs cases)</i>,NA
447,6,Garantir l'égalité professionnelle et salariale et la mixité dans les métiers,1.	Quels sont selon vous les domaines où il est le plus urgent d’agir pour réduire les inégalités entre les femmes et les hommes ? <i>(vous pouvez cocher plusieurs cases)</i>,NA
447,7,Favoriser une meilleure articulation des temps de vie et un partage équilibré des responsabilités parentales,1.	Quels sont selon vous les domaines où il est le plus urgent d’agir pour réduire les inégalités entre les femmes et les hommes ? <i>(vous pouvez cocher plusieurs cases)</i>,NA
447,8,"Favoriser l'égal accès des femmes et des hommes aux mandats électoraux et aux fonctions électives, ainsi qu'aux responsabilités professionnelles et sociales",1.	Quels sont selon vous les domaines où il est le plus urgent d’agir pour réduire les inégalités entre les femmes et les hommes ? <i>(vous pouvez cocher plusieurs cases)</i>,NA
447,9,"Garantir l’égal accès des femmes et des hommes à la création et à la production culturelle et artistique, ainsi qu'à la diffusion des œuvres",1.	Quels sont selon vous les domaines où il est le plus urgent d’agir pour réduire les inégalités entre les femmes et les hommes ? <i>(vous pouvez cocher plusieurs cases)</i>,NA
447,10,Diffuser les recherches sur la construction sociale des rôles sexués,1.	Quels sont selon vous les domaines où il est le plus urgent d’agir pour réduire les inégalités entre les femmes et les hommes ? <i>(vous pouvez cocher plusieurs cases)</i>,NA
448,1,Lutter contre les violences faites aux femmes et les atteintes à leur dignité,1.	Quels sont selon vous les domaines où il est le plus urgent d’agir pour réduire les inégalités entre les femmes et les hommes ? <i>(vous pouvez cocher plusieurs cases)</i>,NA
448,3,Lutter contre les préjugés sur la place et le rôle des femmes et des hommes dans la société,1.	Quels sont selon vous les domaines où il est le plus urgent d’agir pour réduire les inégalités entre les femmes et les hommes ? <i>(vous pouvez cocher plusieurs cases)</i>,NA
448,6,Garantir l'égalité professionnelle et salariale et la mixité dans les métiers,1.	Quels sont selon vous les domaines où il est le plus urgent d’agir pour réduire les inégalités entre les femmes et les hommes ? <i>(vous pouvez cocher plusieurs cases)</i>,NA
448,8,"Favoriser l'égal accès des femmes et des hommes aux mandats électoraux et aux fonctions électives, ainsi qu'aux responsabilités professionnelles et sociales",1.	Quels sont selon vous les domaines où il est le plus urgent d’agir pour réduire les inégalités entre les femmes et les hommes ? <i>(vous pouvez cocher plusieurs cases)</i>,NA
449,1,Lutter contre les violences faites aux femmes et les atteintes à leur dignité,1.	Quels sont selon vous les domaines où il est le plus urgent d’agir pour réduire les inégalités entre les femmes et les hommes ? <i>(vous pouvez cocher plusieurs cases)</i>,NA
449,2,Lutter contre la prostitution,1.	Quels sont selon vous les domaines où il est le plus urgent d’agir pour réduire les inégalités entre les femmes et les hommes ? <i>(vous pouvez cocher plusieurs cases)</i>,NA
449,3,Lutter contre les préjugés sur la place et le rôle des femmes et des hommes dans la société,1.	Quels sont selon vous les domaines où il est le plus urgent d’agir pour réduire les inégalités entre les femmes et les hommes ? <i>(vous pouvez cocher plusieurs cases)</i>,NA
449,4,"Assurer aux femmes la maîtrise de leur sexualité, notamment par l'accès à la contraception et à l'interruption volontaire de grossesse",1.	Quels sont selon vous les domaines où il est le plus urgent d’agir pour réduire les inégalités entre les femmes et les hommes ? <i>(vous pouvez cocher plusieurs cases)</i>,NA
449,5,Lutter contre la précarité des femmes,1.	Quels sont selon vous les domaines où il est le plus urgent d’agir pour réduire les inégalités entre les femmes et les hommes ? <i>(vous pouvez cocher plusieurs cases)</i>,NA
449,6,Garantir l'égalité professionnelle et salariale et la mixité dans les métiers,1.	Quels sont selon vous les domaines où il est le plus urgent d’agir pour réduire les inégalités entre les femmes et les hommes ? <i>(vous pouvez cocher plusieurs cases)</i>,NA
449,7,Favoriser une meilleure articulation des temps de vie et un partage équilibré des responsabilités parentales,1.	Quels sont selon vous les domaines où il est le plus urgent d’agir pour réduire les inégalités entre les femmes et les hommes ? <i>(vous pouvez cocher plusieurs cases)</i>,NA
449,8,"Favoriser l'égal accès des femmes et des hommes aux mandats électoraux et aux fonctions électives, ainsi qu'aux responsabilités professionnelles et sociales",1.	Quels sont selon vous les domaines où il est le plus urgent d’agir pour réduire les inégalités entre les femmes et les hommes ? <i>(vous pouvez cocher plusieurs cases)</i>,NA
449,9,"Garantir l’égal accès des femmes et des hommes à la création et à la production culturelle et artistique, ainsi qu'à la diffusion des œuvres",1.	Quels sont selon vous les domaines où il est le plus urgent d’agir pour réduire les inégalités entre les femmes et les hommes ? <i>(vous pouvez cocher plusieurs cases)</i>,NA
449,10,Diffuser les recherches sur la construction sociale des rôles sexués,1.	Quels sont selon vous les domaines où il est le plus urgent d’agir pour réduire les inégalités entre les femmes et les hommes ? <i>(vous pouvez cocher plusieurs cases)</i>,NA
450,1,Lutter contre les violences faites aux femmes et les atteintes à leur dignité,1.	Quels sont selon vous les domaines où il est le plus urgent d’agir pour réduire les inégalités entre les femmes et les hommes ? <i>(vous pouvez cocher plusieurs cases)</i>,NA
450,3,Lutter contre les préjugés sur la place et le rôle des femmes et des hommes dans la société,1.	Quels sont selon vous les domaines où il est le plus urgent d’agir pour réduire les inégalités entre les femmes et les hommes ? <i>(vous pouvez cocher plusieurs cases)</i>,NA
450,4,"Assurer aux femmes la maîtrise de leur sexualité, notamment par l'accès à la contraception et à l'interruption volontaire de grossesse",1.	Quels sont selon vous les domaines où il est le plus urgent d’agir pour réduire les inégalités entre les femmes et les hommes ? <i>(vous pouvez cocher plusieurs cases)</i>,NA
450,5,Lutter contre la précarité des femmes,1.	Quels sont selon vous les domaines où il est le plus urgent d’agir pour réduire les inégalités entre les femmes et les hommes ? <i>(vous pouvez cocher plusieurs cases)</i>,NA
451,1,Lutter contre les violences faites aux femmes et les atteintes à leur dignité,1.	Quels sont selon vous les domaines où il est le plus urgent d’agir pour réduire les inégalités entre les femmes et les hommes ? <i>(vous pouvez cocher plusieurs cases)</i>,NA
451,2,Lutter contre la prostitution,1.	Quels sont selon vous les domaines où il est le plus urgent d’agir pour réduire les inégalités entre les femmes et les hommes ? <i>(vous pouvez cocher plusieurs cases)</i>,NA
451,3,Lutter contre les préjugés sur la place et le rôle des femmes et des hommes dans la société,1.	Quels sont selon vous les domaines où il est le plus urgent d’agir pour réduire les inégalités entre les femmes et les hommes ? <i>(vous pouvez cocher plusieurs cases)</i>,NA
451,4,"Assurer aux femmes la maîtrise de leur sexualité, notamment par l'accès à la contraception et à l'interruption volontaire de grossesse",1.	Quels sont selon vous les domaines où il est le plus urgent d’agir pour réduire les inégalités entre les femmes et les hommes ? <i>(vous pouvez cocher plusieurs cases)</i>,NA
451,6,Garantir l'égalité professionnelle et salariale et la mixité dans les métiers,1.	Quels sont selon vous les domaines où il est le plus urgent d’agir pour réduire les inégalités entre les femmes et les hommes ? <i>(vous pouvez cocher plusieurs cases)</i>,NA
451,7,Favoriser une meilleure articulation des temps de vie et un partage équilibré des responsabilités parentales,1.	Quels sont selon vous les domaines où il est le plus urgent d’agir pour réduire les inégalités entre les femmes et les hommes ? <i>(vous pouvez cocher plusieurs cases)</i>,NA
451,8,"Favoriser l'égal accès des femmes et des hommes aux mandats électoraux et aux fonctions électives, ainsi qu'aux responsabilités professionnelles et sociales",1.	Quels sont selon vous les domaines où il est le plus urgent d’agir pour réduire les inégalités entre les femmes et les hommes ? <i>(vous pouvez cocher plusieurs cases)</i>,NA
452,1,Lutter contre les violences faites aux femmes et les atteintes à leur dignité,1.	Quels sont selon vous les domaines où il est le plus urgent d’agir pour réduire les inégalités entre les femmes et les hommes ? <i>(vous pouvez cocher plusieurs cases)</i>,NA
452,3,Lutter contre les préjugés sur la place et le rôle des femmes et des hommes dans la société,1.	Quels sont selon vous les domaines où il est le plus urgent d’agir pour réduire les inégalités entre les femmes et les hommes ? <i>(vous pouvez cocher plusieurs cases)</i>,NA
452,4,"Assurer aux femmes la maîtrise de leur sexualité, notamment par l'accès à la contraception et à l'interruption volontaire de grossesse",1.	Quels sont selon vous les domaines où il est le plus urgent d’agir pour réduire les inégalités entre les femmes et les hommes ? <i>(vous pouvez cocher plusieurs cases)</i>,NA
452,6,Garantir l'égalité professionnelle et salariale et la mixité dans les métiers,1.	Quels sont selon vous les domaines où il est le plus urgent d’agir pour réduire les inégalités entre les femmes et les hommes ? <i>(vous pouvez cocher plusieurs cases)</i>,NA
452,8,"Favoriser l'égal accès des femmes et des hommes aux mandats électoraux et aux fonctions électives, ainsi qu'aux responsabilités professionnelles et sociales",1.	Quels sont selon vous les domaines où il est le plus urgent d’agir pour réduire les inégalités entre les femmes et les hommes ? <i>(vous pouvez cocher plusieurs cases)</i>,NA
452,10,Diffuser les recherches sur la construction sociale des rôles sexués,1.	Quels sont selon vous les domaines où il est le plus urgent d’agir pour réduire les inégalités entre les femmes et les hommes ? <i>(vous pouvez cocher plusieurs cases)</i>,NA
453,1,Lutter contre les violences faites aux femmes et les atteintes à leur dignité,1.	Quels sont selon vous les domaines où il est le plus urgent d’agir pour réduire les inégalités entre les femmes et les hommes ? <i>(vous pouvez cocher plusieurs cases)</i>,NA
453,3,Lutter contre les préjugés sur la place et le rôle des femmes et des hommes dans la société,1.	Quels sont selon vous les domaines où il est le plus urgent d’agir pour réduire les inégalités entre les femmes et les hommes ? <i>(vous pouvez cocher plusieurs cases)</i>,NA
453,6,Garantir l'égalité professionnelle et salariale et la mixité dans les métiers,1.	Quels sont selon vous les domaines où il est le plus urgent d’agir pour réduire les inégalités entre les femmes et les hommes ? <i>(vous pouvez cocher plusieurs cases)</i>,NA
453,9,"Garantir l’égal accès des femmes et des hommes à la création et à la production culturelle et artistique, ainsi qu'à la diffusion des œuvres",1.	Quels sont selon vous les domaines où il est le plus urgent d’agir pour réduire les inégalités entre les femmes et les hommes ? <i>(vous pouvez cocher plusieurs cases)</i>,NA
453,11,Autre,1.	Quels sont selon vous les domaines où il est le plus urgent d’agir pour réduire les inégalités entre les femmes et les hommes ? <i>(vous pouvez cocher plusieurs cases)</i>,Garantir l'égal accès des femmes et des hommes à la création dans le domaine scientifique (en garantissant en particulier que les sciences font bien partie de la culture)
454,1,Lutter contre les violences faites aux femmes et les atteintes à leur dignité,1.	Quels sont selon vous les domaines où il est le plus urgent d’agir pour réduire les inégalités entre les femmes et les hommes ? <i>(vous pouvez cocher plusieurs cases)</i>,NA
454,2,Lutter contre la prostitution,1.	Quels sont selon vous les domaines où il est le plus urgent d’agir pour réduire les inégalités entre les femmes et les hommes ? <i>(vous pouvez cocher plusieurs cases)</i>,NA
454,3,Lutter contre les préjugés sur la place et le rôle des femmes et des hommes dans la société,1.	Quels sont selon vous les domaines où il est le plus urgent d’agir pour réduire les inégalités entre les femmes et les hommes ? <i>(vous pouvez cocher plusieurs cases)</i>,NA
454,4,"Assurer aux femmes la maîtrise de leur sexualité, notamment par l'accès à la contraception et à l'interruption volontaire de grossesse",1.	Quels sont selon vous les domaines où il est le plus urgent d’agir pour réduire les inégalités entre les femmes et les hommes ? <i>(vous pouvez cocher plusieurs cases)</i>,NA
454,5,Lutter contre la précarité des femmes,1.	Quels sont selon vous les domaines où il est le plus urgent d’agir pour réduire les inégalités entre les femmes et les hommes ? <i>(vous pouvez cocher plusieurs cases)</i>,NA
454,6,Garantir l'égalité professionnelle et salariale et la mixité dans les métiers,1.	Quels sont selon vous les domaines où il est le plus urgent d’agir pour réduire les inégalités entre les femmes et les hommes ? <i>(vous pouvez cocher plusieurs cases)</i>,NA
454,7,Favoriser une meilleure articulation des temps de vie et un partage équilibré des responsabilités parentales,1.	Quels sont selon vous les domaines où il est le plus urgent d’agir pour réduire les inégalités entre les femmes et les hommes ? <i>(vous pouvez cocher plusieurs cases)</i>,NA
454,8,"Favoriser l'égal accès des femmes et des hommes aux mandats électoraux et aux fonctions électives, ainsi qu'aux responsabilités professionnelles et sociales",1.	Quels sont selon vous les domaines où il est le plus urgent d’agir pour réduire les inégalités entre les femmes et les hommes ? <i>(vous pouvez cocher plusieurs cases)</i>,NA
454,9,"Garantir l’égal accès des femmes et des hommes à la création et à la production culturelle et artistique, ainsi qu'à la diffusion des œuvres",1.	Quels sont selon vous les domaines où il est le plus urgent d’agir pour réduire les inégalités entre les femmes et les hommes ? <i>(vous pouvez cocher plusieurs cases)</i>,NA
454,10,Diffuser les recherches sur la construction sociale des rôles sexués,1.	Quels sont selon vous les domaines où il est le plus urgent d’agir pour réduire les inégalités entre les femmes et les hommes ? <i>(vous pouvez cocher plusieurs cases)</i>,NA
455,1,Lutter contre les violences faites aux femmes et les atteintes à leur dignité,1.	Quels sont selon vous les domaines où il est le plus urgent d’agir pour réduire les inégalités entre les femmes et les hommes ? <i>(vous pouvez cocher plusieurs cases)</i>,NA
455,3,Lutter contre les préjugés sur la place et le rôle des femmes et des hommes dans la société,1.	Quels sont selon vous les domaines où il est le plus urgent d’agir pour réduire les inégalités entre les femmes et les hommes ? <i>(vous pouvez cocher plusieurs cases)</i>,NA
455,4,"Assurer aux femmes la maîtrise de leur sexualité, notamment par l'accès à la contraception et à l'interruption volontaire de grossesse",1.	Quels sont selon vous les domaines où il est le plus urgent d’agir pour réduire les inégalités entre les femmes et les hommes ? <i>(vous pouvez cocher plusieurs cases)</i>,NA
455,5,Lutter contre la précarité des femmes,1.	Quels sont selon vous les domaines où il est le plus urgent d’agir pour réduire les inégalités entre les femmes et les hommes ? <i>(vous pouvez cocher plusieurs cases)</i>,NA
455,6,Garantir l'égalité professionnelle et salariale et la mixité dans les métiers,1.	Quels sont selon vous les domaines où il est le plus urgent d’agir pour réduire les inégalités entre les femmes et les hommes ? <i>(vous pouvez cocher plusieurs cases)</i>,NA
455,8,"Favoriser l'égal accès des femmes et des hommes aux mandats électoraux et aux fonctions électives, ainsi qu'aux responsabilités professionnelles et sociales",1.	Quels sont selon vous les domaines où il est le plus urgent d’agir pour réduire les inégalités entre les femmes et les hommes ? <i>(vous pouvez cocher plusieurs cases)</i>,NA
456,1,Lutter contre les violences faites aux femmes et les atteintes à leur dignité,1.	Quels sont selon vous les domaines où il est le plus urgent d’agir pour réduire les inégalités entre les femmes et les hommes ? <i>(vous pouvez cocher plusieurs cases)</i>,NA
456,3,Lutter contre les préjugés sur la place et le rôle des femmes et des hommes dans la société,1.	Quels sont selon vous les domaines où il est le plus urgent d’agir pour réduire les inégalités entre les femmes et les hommes ? <i>(vous pouvez cocher plusieurs cases)</i>,NA
456,4,"Assurer aux femmes la maîtrise de leur sexualité, notamment par l'accès à la contraception et à l'interruption volontaire de grossesse",1.	Quels sont selon vous les domaines où il est le plus urgent d’agir pour réduire les inégalités entre les femmes et les hommes ? <i>(vous pouvez cocher plusieurs cases)</i>,NA
457,1,Lutter contre les violences faites aux femmes et les atteintes à leur dignité,1.	Quels sont selon vous les domaines où il est le plus urgent d’agir pour réduire les inégalités entre les femmes et les hommes ? <i>(vous pouvez cocher plusieurs cases)</i>,NA
457,4,"Assurer aux femmes la maîtrise de leur sexualité, notamment par l'accès à la contraception et à l'interruption volontaire de grossesse",1.	Quels sont selon vous les domaines où il est le plus urgent d’agir pour réduire les inégalités entre les femmes et les hommes ? <i>(vous pouvez cocher plusieurs cases)</i>,NA
457,6,Garantir l'égalité professionnelle et salariale et la mixité dans les métiers,1.	Quels sont selon vous les domaines où il est le plus urgent d’agir pour réduire les inégalités entre les femmes et les hommes ? <i>(vous pouvez cocher plusieurs cases)</i>,NA
457,8,"Favoriser l'égal accès des femmes et des hommes aux mandats électoraux et aux fonctions électives, ainsi qu'aux responsabilités professionnelles et sociales",1.	Quels sont selon vous les domaines où il est le plus urgent d’agir pour réduire les inégalités entre les femmes et les hommes ? <i>(vous pouvez cocher plusieurs cases)</i>,NA
458,1,Lutter contre les violences faites aux femmes et les atteintes à leur dignité,1.	Quels sont selon vous les domaines où il est le plus urgent d’agir pour réduire les inégalités entre les femmes et les hommes ? <i>(vous pouvez cocher plusieurs cases)</i>,NA
458,2,Lutter contre la prostitution,1.	Quels sont selon vous les domaines où il est le plus urgent d’agir pour réduire les inégalités entre les femmes et les hommes ? <i>(vous pouvez cocher plusieurs cases)</i>,NA
458,3,Lutter contre les préjugés sur la place et le rôle des femmes et des hommes dans la société,1.	Quels sont selon vous les domaines où il est le plus urgent d’agir pour réduire les inégalités entre les femmes et les hommes ? <i>(vous pouvez cocher plusieurs cases)</i>,NA
458,4,"Assurer aux femmes la maîtrise de leur sexualité, notamment par l'accès à la contraception et à l'interruption volontaire de grossesse",1.	Quels sont selon vous les domaines où il est le plus urgent d’agir pour réduire les inégalités entre les femmes et les hommes ? <i>(vous pouvez cocher plusieurs cases)</i>,NA
458,5,Lutter contre la précarité des femmes,1.	Quels sont selon vous les domaines où il est le plus urgent d’agir pour réduire les inégalités entre les femmes et les hommes ? <i>(vous pouvez cocher plusieurs cases)</i>,NA
458,6,Garantir l'égalité professionnelle et salariale et la mixité dans les métiers,1.	Quels sont selon vous les domaines où il est le plus urgent d’agir pour réduire les inégalités entre les femmes et les hommes ? <i>(vous pouvez cocher plusieurs cases)</i>,NA
458,7,Favoriser une meilleure articulation des temps de vie et un partage équilibré des responsabilités parentales,1.	Quels sont selon vous les domaines où il est le plus urgent d’agir pour réduire les inégalités entre les femmes et les hommes ? <i>(vous pouvez cocher plusieurs cases)</i>,NA
458,8,"Favoriser l'égal accès des femmes et des hommes aux mandats électoraux et aux fonctions électives, ainsi qu'aux responsabilités professionnelles et sociales",1.	Quels sont selon vous les domaines où il est le plus urgent d’agir pour réduire les inégalités entre les femmes et les hommes ? <i>(vous pouvez cocher plusieurs cases)</i>,NA
458,11,Autre,1.	Quels sont selon vous les domaines où il est le plus urgent d’agir pour réduire les inégalités entre les femmes et les hommes ? <i>(vous pouvez cocher plusieurs cases)</i>,"interdire les publicités sexistes et pornifiantes , interdire les site porno"
459,7,Favoriser une meilleure articulation des temps de vie et un partage équilibré des responsabilités parentales,1.	Quels sont selon vous les domaines où il est le plus urgent d’agir pour réduire les inégalités entre les femmes et les hommes ? <i>(vous pouvez cocher plusieurs cases)</i>,NA
459,11,Autre,1.	Quels sont selon vous les domaines où il est le plus urgent d’agir pour réduire les inégalités entre les femmes et les hommes ? <i>(vous pouvez cocher plusieurs cases)</i>,Favoriser la coparentalité après divorce:séparation par la mise en œuvre de la résidence alternée par défaut
460,3,Lutter contre les préjugés sur la place et le rôle des femmes et des hommes dans la société,1.	Quels sont selon vous les domaines où il est le plus urgent d’agir pour réduire les inégalités entre les femmes et les hommes ? <i>(vous pouvez cocher plusieurs cases)</i>,NA
460,7,Favoriser une meilleure articulation des temps de vie et un partage équilibré des responsabilités parentales,1.	Quels sont selon vous les domaines où il est le plus urgent d’agir pour réduire les inégalités entre les femmes et les hommes ? <i>(vous pouvez cocher plusieurs cases)</i>,NA
461,1,Lutter contre les violences faites aux femmes et les atteintes à leur dignité,1.	Quels sont selon vous les domaines où il est le plus urgent d’agir pour réduire les inégalités entre les femmes et les hommes ? <i>(vous pouvez cocher plusieurs cases)</i>,NA
461,2,Lutter contre la prostitution,1.	Quels sont selon vous les domaines où il est le plus urgent d’agir pour réduire les inégalités entre les femmes et les hommes ? <i>(vous pouvez cocher plusieurs cases)</i>,NA
461,3,Lutter contre les préjugés sur la place et le rôle des femmes et des hommes dans la société,1.	Quels sont selon vous les domaines où il est le plus urgent d’agir pour réduire les inégalités entre les femmes et les hommes ? <i>(vous pouvez cocher plusieurs cases)</i>,NA
461,4,"Assurer aux femmes la maîtrise de leur sexualité, notamment par l'accès à la contraception et à l'interruption volontaire de grossesse",1.	Quels sont selon vous les domaines où il est le plus urgent d’agir pour réduire les inégalités entre les femmes et les hommes ? <i>(vous pouvez cocher plusieurs cases)</i>,NA
461,5,Lutter contre la précarité des femmes,1.	Quels sont selon vous les domaines où il est le plus urgent d’agir pour réduire les inégalités entre les femmes et les hommes ? <i>(vous pouvez cocher plusieurs cases)</i>,NA
461,6,Garantir l'égalité professionnelle et salariale et la mixité dans les métiers,1.	Quels sont selon vous les domaines où il est le plus urgent d’agir pour réduire les inégalités entre les femmes et les hommes ? <i>(vous pouvez cocher plusieurs cases)</i>,NA
461,7,Favoriser une meilleure articulation des temps de vie et un partage équilibré des responsabilités parentales,1.	Quels sont selon vous les domaines où il est le plus urgent d’agir pour réduire les inégalités entre les femmes et les hommes ? <i>(vous pouvez cocher plusieurs cases)</i>,NA
461,8,"Favoriser l'égal accès des femmes et des hommes aux mandats électoraux et aux fonctions électives, ainsi qu'aux responsabilités professionnelles et sociales",1.	Quels sont selon vous les domaines où il est le plus urgent d’agir pour réduire les inégalités entre les femmes et les hommes ? <i>(vous pouvez cocher plusieurs cases)</i>,NA
461,9,"Garantir l’égal accès des femmes et des hommes à la création et à la production culturelle et artistique, ainsi qu'à la diffusion des œuvres",1.	Quels sont selon vous les domaines où il est le plus urgent d’agir pour réduire les inégalités entre les femmes et les hommes ? <i>(vous pouvez cocher plusieurs cases)</i>,NA
462,11,Autre,1.	Quels sont selon vous les domaines où il est le plus urgent d’agir pour réduire les inégalités entre les femmes et les hommes ? <i>(vous pouvez cocher plusieurs cases)</i>,"echec scolaire des garçons, suicide des hommes"
463,3,Lutter contre les préjugés sur la place et le rôle des femmes et des hommes dans la société,1.	Quels sont selon vous les domaines où il est le plus urgent d’agir pour réduire les inégalités entre les femmes et les hommes ? <i>(vous pouvez cocher plusieurs cases)</i>,NA
463,6,Garantir l'égalité professionnelle et salariale et la mixité dans les métiers,1.	Quels sont selon vous les domaines où il est le plus urgent d’agir pour réduire les inégalités entre les femmes et les hommes ? <i>(vous pouvez cocher plusieurs cases)</i>,NA
463,7,Favoriser une meilleure articulation des temps de vie et un partage équilibré des responsabilités parentales,1.	Quels sont selon vous les domaines où il est le plus urgent d’agir pour réduire les inégalités entre les femmes et les hommes ? <i>(vous pouvez cocher plusieurs cases)</i>,NA
464,3,Lutter contre les préjugés sur la place et le rôle des femmes et des hommes dans la société,1.	Quels sont selon vous les domaines où il est le plus urgent d’agir pour réduire les inégalités entre les femmes et les hommes ? <i>(vous pouvez cocher plusieurs cases)</i>,NA
465,1,Lutter contre les violences faites aux femmes et les atteintes à leur dignité,1.	Quels sont selon vous les domaines où il est le plus urgent d’agir pour réduire les inégalités entre les femmes et les hommes ? <i>(vous pouvez cocher plusieurs cases)</i>,NA
465,2,Lutter contre la prostitution,1.	Quels sont selon vous les domaines où il est le plus urgent d’agir pour réduire les inégalités entre les femmes et les hommes ? <i>(vous pouvez cocher plusieurs cases)</i>,NA
465,3,Lutter contre les préjugés sur la place et le rôle des femmes et des hommes dans la société,1.	Quels sont selon vous les domaines où il est le plus urgent d’agir pour réduire les inégalités entre les femmes et les hommes ? <i>(vous pouvez cocher plusieurs cases)</i>,NA
465,8,"Favoriser l'égal accès des femmes et des hommes aux mandats électoraux et aux fonctions électives, ainsi qu'aux responsabilités professionnelles et sociales",1.	Quels sont selon vous les domaines où il est le plus urgent d’agir pour réduire les inégalités entre les femmes et les hommes ? <i>(vous pouvez cocher plusieurs cases)</i>,NA
466,1,Lutter contre les violences faites aux femmes et les atteintes à leur dignité,1.	Quels sont selon vous les domaines où il est le plus urgent d’agir pour réduire les inégalités entre les femmes et les hommes ? <i>(vous pouvez cocher plusieurs cases)</i>,NA
466,4,"Assurer aux femmes la maîtrise de leur sexualité, notamment par l'accès à la contraception et à l'interruption volontaire de grossesse",1.	Quels sont selon vous les domaines où il est le plus urgent d’agir pour réduire les inégalités entre les femmes et les hommes ? <i>(vous pouvez cocher plusieurs cases)</i>,NA
466,5,Lutter contre la précarité des femmes,1.	Quels sont selon vous les domaines où il est le plus urgent d’agir pour réduire les inégalités entre les femmes et les hommes ? <i>(vous pouvez cocher plusieurs cases)</i>,NA
466,6,Garantir l'égalité professionnelle et salariale et la mixité dans les métiers,1.	Quels sont selon vous les domaines où il est le plus urgent d’agir pour réduire les inégalités entre les femmes et les hommes ? <i>(vous pouvez cocher plusieurs cases)</i>,NA
466,8,"Favoriser l'égal accès des femmes et des hommes aux mandats électoraux et aux fonctions électives, ainsi qu'aux responsabilités professionnelles et sociales",1.	Quels sont selon vous les domaines où il est le plus urgent d’agir pour réduire les inégalités entre les femmes et les hommes ? <i>(vous pouvez cocher plusieurs cases)</i>,NA
467,1,Lutter contre les violences faites aux femmes et les atteintes à leur dignité,1.	Quels sont selon vous les domaines où il est le plus urgent d’agir pour réduire les inégalités entre les femmes et les hommes ? <i>(vous pouvez cocher plusieurs cases)</i>,NA
467,2,Lutter contre la prostitution,1.	Quels sont selon vous les domaines où il est le plus urgent d’agir pour réduire les inégalités entre les femmes et les hommes ? <i>(vous pouvez cocher plusieurs cases)</i>,NA
467,3,Lutter contre les préjugés sur la place et le rôle des femmes et des hommes dans la société,1.	Quels sont selon vous les domaines où il est le plus urgent d’agir pour réduire les inégalités entre les femmes et les hommes ? <i>(vous pouvez cocher plusieurs cases)</i>,NA
467,4,"Assurer aux femmes la maîtrise de leur sexualité, notamment par l'accès à la contraception et à l'interruption volontaire de grossesse",1.	Quels sont selon vous les domaines où il est le plus urgent d’agir pour réduire les inégalités entre les femmes et les hommes ? <i>(vous pouvez cocher plusieurs cases)</i>,NA
